弹幕出现时间,弹幕格式,弹幕字体,弹幕颜色,弹幕时间戳,弹幕池,用户ID,rowID,弹幕信息
2375.64300,1,25,16777215,Wed Jul 22 14:51:40 2020,0,c8cfc98f,35787125893890055,1
2378.91800,1,25,16777215,Wed Jul 22 14:51:40 2020,0,1de7df97,35787125912240133,1
2377.71400,1,25,16777215,Wed Jul 22 14:51:45 2020,0,d1340c84,35787128264720391,1
2374.36400,1,25,16777215,Wed Jul 22 14:51:52 2020,0,7a48604e,35787131851898883,11111111
955.92900,1,25,16777215,Wed Jul 22 14:51:57 2020,0,25b4f996,35787134524194821,这就相当于故事走线吧
2374.13300,1,25,16777215,Wed Jul 22 14:51:58 2020,0,7dc76d0a,35787135304859655,1
227.55900,1,25,16777215,Wed Jul 22 14:52:08 2020,0,17cc56ba,35787140466999301,忽然发现进度条好长
2376.16300,1,25,16777215,Wed Jul 22 14:52:08 2020,0,e7bef757,35787140609081349,1
2379.85000,1,25,16777215,Wed Jul 22 14:52:11 2020,0,e8f71d32,35787142173032455,1
2376.87200,1,25,16777215,Wed Jul 22 14:52:16 2020,0,97677bf4,35787144560115715,111111
2388.09500,1,25,16777215,Wed Jul 22 14:52:19 2020,0,e8f71d32,35787146497359879,11
2398.87900,1,25,16777215,Wed Jul 22 14:52:20 2020,0,98a4c9ad,35787146525147141,11111
2380.14700,1,25,16777215,Wed Jul 22 14:52:36 2020,0,d006524,35787155128713219,1
2381.18000,1,25,16777215,Wed Jul 22 14:52:47 2020,0,c64febef,35787161023807495,1111
2376.02100,1,25,16777215,Wed Jul 22 14:52:50 2020,0,1bec37f4,35787162770210823,1
1031.77800,1,25,16777215,Wed Jul 22 14:52:57 2020,0,dbca378,35787166274027525,777
2379.11800,1,25,16777215,Wed Jul 22 14:52:58 2020,0,395da675,35787166949310469,1
2382.78100,1,25,16777215,Wed Jul 22 14:53:05 2020,0,b91f9421,35787170274869253,1
974.29100,1,25,16777215,Wed Jul 22 14:53:05 2020,0,c4346c8c,35787170452602887,666
2377.79100,1,25,16777215,Wed Jul 22 14:53:08 2020,0,93c5154,35787171820994565,1
1870.67600,1,25,15138834,Wed Jul 22 14:53:13 2020,0,88158edb,35787174376898567,乌拉！
218.82000,1,25,16777215,Wed Jul 22 14:53:18 2020,0,fa4aff9e,35787177067020293,我好像看过那期杂志……
2382.20600,1,25,16777215,Wed Jul 22 14:53:25 2020,0,80b5c551,35787180800475139,1111
980.26600,1,25,16777215,Wed Jul 22 14:53:26 2020,0,c4346c8c,35787181121863683,666
2378.28400,1,25,16777215,Wed Jul 22 14:53:28 2020,0,481fde4a,35787182227587079,1
